site,cz_data
CVCMH00455A,use2mk001
JKJAN00120A,use2mk004
LALAX00012A,usw2mk011-02
CHIND00236B,use2mk002
AUAUS00334A,use2mk004
MNMSP00280A,use2mk002
PHPHL00147A,use1mk011-03
SDLAS00039B,usw2mk001
SLBOI00019A,usw2mk001
DEGRR00006A,use2mk011-01
KNAVL00062A,use1mk002
CVCRW00145A,use2mk001
ATATL00649A,use1mk011-01
ORTPA00102B,use1mk003
OKFYV00098A,use2mk003
CVCVG00336A,use2mk011-02
ATATL00261A,use1mk001
SLSLC00155A,usw2mk001
MWMKE00110A,use2mk001
JKMSY00097A,use2mk004
NYNYC02264B,use1mk002
CVCLE00407A,use2mk001
MNMSP00160A,use2mk002
LSSNA00111C,usw2mk011-03
CLCLT00526A,use1mk001
NASDF00153A,use2mk003
CLCHS00026A,use1mk011-04
DNDEN00286C,usw2mk001
SCSAC00257B,usw2mk011-02
ATATL00141A,use1mk001
CLGSP00127A,use1mk001
KNTYS00345A,use1mk002
DEGRR00126A,use2mk011-01
MWGRB00067A,use2mk002
CVCMH00575B,use2mk001
SESEA00286A,usw2mk011-02
RIRIC00402B,use1mk002
PHHAR00078A,use1mk001
ORMCO00286A,use1mk003
AUAUS00214A,use2mk004
ATATL00769A,use1mk011-01
PXPHX00059A,usw2mk011-01
CVCLE00251A,use2mk001
PXELP00057A,usw2mk011-01
NASDF00033B,use2mk003
CLCHS03011A,use1mk001
CLCLT00370A,use1mk001
DCWDC00482A,use1mk011-04
OKFYV00108A,use2mk003
PHPHL00001A,use1mk011-03
NYNYC01316A,use1mk002
ORMCO00020A,use1mk003
ATATL00417A,use1mk001
KCDSM00013A,use2mk004
DNDEN00020B,usw2mk001
SDLAS00013A,usw2mk001
LALAX03021B,usw2mk011-02
HOHOU00065A,use2mk001
NJJER01954A,use1mk002
PRPDX00522A,usw2mk011-01
CLCAE00099A,use1mk011-04
CHCHI00751A,use2mk011-01
NYNYC01794B,use1mk011-02
DADAL00425A,use2mk002
DNDEN00416B,usw2mk001
CLGSP00247A,use1mk001
JKJAX00228A,use2mk004
ORTPA00488A,use1mk003
SCMCA00065A,usw2mk001
AUAUS00084A,use2mk004
ORMCO00260A,use1mk003
DETOL00037A,use2mk011-01
ALALB00027A,use1mk003
NYNYC01674C,use1mk011-02
DCWDC00362A,use1mk011-04
CVCLE00371A,use2mk001
CLCLT00396A,use1mk001
RIRIC00272A,use1mk002
JKMSY00107A,use2mk004
SFSFO00478A,usw2mk011-01
ORMCO00140A,use1mk003
LSSNA03120A,usw2mk011-03
SDLAS00133B,usw2mk001
SDSAN00049A,usw2mk011-04
CLGSP00091A,use1mk001
CLCLT00130A,use1mk001
CLRDU00613A,use1mk001
NAMEM00166A,use1mk011-04
DCWDC00242A,use1mk011-04
MWMKE00230A,use2mk001
KNAVL00088A,use1mk002
NJJER01952A,use1mk011-03
ATATL00623A,use1mk011-01
DADAL00545A,use2mk002
MNMSP00410A,use2mk002
NYNYC02263A,use1mk011-02
CLCLT00406A,use1mk001
OKOKC00021A,use2mk003
SFSFO01067A,usw2mk011-01
SLBOI03002A,usw2mk001
MNMSP00445A,use2mk011-01
JKMGM00019A,use2mk004
KCRNE00060B,use2mk004
ATBHM00148A,use1mk001
DCWDC00122A,use1mk011-04
DEDET00673A,use2mk002
NYNYC01185A,use1mk011-02
AUCRP00080A,use2mk004
DADAL00175A,use2mk002
PHHAR00052A,use1mk001
CVPIT00093A,use2mk011-02
KNTYS00096A,use1mk002
NYNYC01065B,use1mk011-02
PXPHX00094B,usw2mk001
PHPHL00240A,use1mk011-03
DEGRR00237A,use2mk002
SESEA00416E,usw2mk001
ORTPA00008A,use1mk003
KNTYS00106A,use1mk002
CLFAY00150A,use1mk011-04
OKFYV00071A,use2mk003
RIRIC00428A,use1mk002
BOBOS00884A,use1mk002
ATBHM00028A,use1mk001
RIRIC00152A,use1mk002
NYNYC02025A,use1mk002
OKLIT00159A,use2mk003
DNDEN00260C,usw2mk001
RIRIC00547A,use1mk002
LSSNA01084B,usw2mk011-02
NJJER01712A,use1mk011-03
MWGRB00040A,use2mk001
DADAL00055A,use2mk002
DADAL00305A,use2mk002
PHPHL00360A,use1mk011-03
ORTPA00339A,use1mk011-05
SEBIL00097C,usw2mk001
DETOL00010B,use2mk011-01
DCWDC00388B,use1mk011-04
SESEA00510A,usw2mk001
BOBOS00644A,use1mk002
CLRDU00483A,use1mk001
CLFAY00030A,use1mk011-04
RIRIC00032A,use1mk002
RIRIC00298B,use1mk002
PHPHL00516A,use1mk011-03
SESEA00140C,usw2mk001
NYNYC01676B,use1mk002
NYNYC01770A,use1mk002
ORMCO00380A,use1mk003
OKLIT00039A,use2mk003
JKMSY00071A,use2mk004
SESEA00260A,usw2mk001
CLCLT00397A,use1mk001
CHCHI00511A,use2mk011-01
HOHOU00314A,use2mk001
OROCF00176A,use1mk003
ORTPA00089A,use1mk011-05
RIRIC00308A,use1mk002
SDSAN00525A,usw2mk001
LSSNA03146B,usw2mk011-02
DEDET00553A,use2mk002
LSSNA03026C,usw2mk011-02
CLCHS00027A,use1mk011-04
CLRDU00243A,use1mk001
CHCHI01005A,use2mk011-01
NJJER01978B,use1mk011-03
CLFAY00296A,use1mk011-04
SCRNO00017C,usw2mk001
KNTYS00346A,use1mk002
PHPHL00386A,use1mk011-03
CLRDU00639A,use1mk001
CVCVG00154A,use2mk001
NYNYC01650C,use1mk002
CVCVG00181A,use2mk011-02
AUCRP03005B,use2mk004
CLCAE00075A,use1mk001
OROCF00056A,use1mk003
OKLIT00013A,use2mk003
OKOKC00047A,use2mk003
AUCRP00116A,use2mk004
SCRNO00017B,usw2mk001
CLCHS00268A,use1mk001
DCWDC00350A,use1mk003
NJJER01582A,use1mk011-03
NYNYC01796A,use1mk002
SFSFO00942E,usw2mk011-01
CHCHI00261A,use2mk011-01
PHPHL00266B,use1mk011-03
RIRIC00058B,use1mk002
CLRDU00519A,use1mk001
SDSAN00288A,usw2mk011-04
CVCLE00131A,use2mk001
NYNYC01806A,use1mk002
CLCLT00157A,use1mk001
SEGEG00106C,usw2mk001
CHCHI00657A,use2mk011-01
DADAL00295A,use2mk002
NJJER01858A,use1mk011-02
KNTYS00226A,use1mk002
DCWDC00877A,use1mk011-04
LSSNA00110B,usw2mk011-02
BOBOS00764A,use1mk002
CLRDU00363A,use1mk001
DCWDC00960A,use1mk003
ORMCO00510A,use1mk003
SEBIL00071B,usw2mk001
PHPHL00120A,use1mk011-03
SDSAN00022A,usw2mk011-04
RIRIC00178A,use1mk002
SFSFO01040A,usw2mk011-01
SLSLC00156A,usw2mk001
CLFAY00176A,use1mk011-04
ATATL00536A,use1mk001
DNDEN00047A,usw2mk011-02
ORTPA00219A,use1mk011-05
NYNYC02049A,use1mk011-02
CLFAY00014A,use1mk001
NJJER01738A,use1mk011-03
ATATL00254A,use1mk011-01
JKRLA00071A,use2mk004
CLCAE00205A,use1mk001
CLRDU00389A,use1mk001
PHPHL00745A,use1mk001
SYRNY00005A,use1mk002
ATBHM00242A,use1mk001
NJJER01222A,use1mk011-03
RIRIC00521B,use1mk002
CLCAE00325A,use1mk001
BOBOS00154A,use1mk002
NJJER01102B,use1mk011-03
SDSAN00275B,usw2mk001
JKMGM00242A,use1mk011-05
JKJAX00117A,use1mk011-05
AUAUS00454A,use2mk004
BOBOS00394A,use1mk002
NJJER01094A,use1mk002
MWRWI00076A,use2mk001
DNDEN00021A,usw2mk011-02
CLGSP00008A,use1mk001
STSPI00017A,use2mk003
NJJER01618A,use1mk011-03
ATBHM00122A,use1mk003
ATATL00656B,use1mk001
NJJER01462A,use1mk011-03
NJJER01224A,use1mk002
MIMIA00173A,use1mk011-05
CLCAE00195A,use1mk001
LALAX04756A,usw2mk011-03
NJJER01342C,use1mk011-03
JKRLA00347A,use2mk004
HOHOU00674A,use2mk001
DEDET00183A,use2mk002
JKMGM00122A,use1mk011-05
DNDEN00261A,usw2mk011-02
ATATL00134A,use1mk011-01
LALAX04386A,usw2mk011-01
SESEA00166A,usw2mk001
KCOMA00026B,use2mk004
DCWDC00997A,use1mk011-04
JKJAN00001A,use2mk004
CLRDU00123A,use1mk001
OKLIT00133A,use2mk003
ORTPA00183A,use1mk011-05
BOBOS00274A,use1mk002
PHPHL00610A,use1mk011-03
PXPHX00429A,usw2mk011-01
BOBDL00084A,use1mk002
ATATL00896A,use1mk001
PHPHL00480A,use1mk011-03
BOBOS00524A,use1mk002
JKMGM00002A,use1mk011-05
LSSNA02188A,usw2mk011-03
NJJER01368B,use1mk011-03
HLHNL00074G,usw2mk011-01
LSSNA01214A,usw2mk011-02
DCWDC00851A,use1mk011-04
DNDEN00287A,usw2mk011-02
PXPHX00464A,usw2mk001
KCMCI00254A,use2mk004
KCRMO00021A,use2mk004
ATBHM00388A,use1mk001
JKRLA00227A,use2mk004
CHCHI00274A,use2mk002
ATATL00906A,use1mk001
DCWDC00986A,use1mk003
LALAX02063B,usw2mk011-03
DEDET00433A,use2mk002
RIRIC00761A,use1mk002
NAMEM00328A,use1mk003
NYNYC01890A,use1mk002
DEDET00709A,use2mk002
NJJER01488A,use1mk011-03
ATATL00510A,use1mk001
CLRDU00149A,use1mk001
CVCVG00087A,use2mk011-02
DEDET00699A,use2mk002
MIMIA00569B,use1mk011-05
ATBHM00268A,use1mk001
BOBOS01018D,use1mk002
JKJAX00081B,use1mk011-05
JKRLA00097A,use2mk004
DCWDC00971A,use1mk011-04
DEDET00579B,use2mk003
PXPHX00669A,usw2mk011-01
MIMIA00689A,use1mk011-05
PHPHL00636B,use1mk011-03
AUAUS03054A,use2mk004
JKMGM00268A,use1mk011-05
STSPI00137A,use2mk003
PRPDX00178A,usw2mk011-01
SDSAN00035A,usw2mk001
DCWDC00590C,use1mk003
HOHOU00554A,use2mk001
BOAUG00011A,use1mk002
ATATL00014A,use1mk011-01
JKRLA00107A,use2mk004
DCWDC00600A,use1mk003
SESEA00020B,usw2mk001
NYNYC01890C,use1mk002
CVPIT00210A,use2mk001
DEGRR03019A,use2mk011-01
ATBHM00002A,use1mk001
BOBDL00214A,use1mk002
BOBOS00404A,use1mk002
NYNYC02046C,use1mk011-02
DEDET00067A,use2mk003
CLGSP00124A,use1mk001
DEMBS00019A,use2mk002
NYNYC01551C,use1mk011-02
NYNYC02166A,use1mk011-02
NABNA00182B,use1mk003
SCMCA00040A,usw2mk001
NJJER01008B,use1mk011-02
DCWDC00258A,use1mk003
NYNYC01671A,use1mk011-02
PXELP00054A,usw2mk011-01
JKMGM00269A,use1mk011-05
PRPDX00305A,usw2mk011-01
SDLAS00230A,usw2mk001
LALAX04147B,usw2mk011-03
NYNYC01801A,use1mk011-02
JKJAX00332A,use1mk011-05
CHIND00353A,use2mk002
CLGSP00004A,use1mk001
NABNA00062A,use1mk003
NJJER01957A,use1mk002
LSSNA00018B,usw2mk011-02
JKMGM00149A,use1mk011-05
PHCPA00027A,use1mk001
NJJER01837B,use1mk002
CLGSP00364A,use1mk001
SCSAC00138A,usw2mk011-02
CLGSP00244A,use1mk001
LALAX04027A,usw2mk011-01
NYNYC01921A,use1mk011-02
ATATL00470A,use1mk011-06
CLFAY00253A,use1mk001
CHIND00233A,use2mk002
STSTL00061A,use2mk003
CLRDU00029A,use1mk001
STSPI00135A,use2mk003
DEGRR03017A,use2mk011-01
ORMCO00047A,use1mk003
STSTL00337A,use2mk003
NAOWB00004A,use2mk003
CVPIT00084A,use2mk001
LALAX04387B,usw2mk011-01
JKJAN00145A,use2mk004
MNMSP00052A,use2mk011-01
PHPHL00016A,use1mk001
NABNA00218B,use1mk003
CVCMH00336A,use2mk001
NYNYC01827B,use1mk011-02
NJJER01321A,use1mk002
CHCHI00296A,use2mk002
JKMGM00029A,use1mk011-05
SYSYR00354B,use1mk002
HOHOU00671A,use2mk001
BOBOS00035A,use1mk002
NASDF00058A,use2mk003
MWMKE00015B,use2mk004
KCOMA00025B,use2mk004
DEDET00437A,use2mk002
HOHOU00551A,use2mk001
MWMKE00135A,use2mk001
SYSYR03006A,use1mk002
CVCLE00254A,use2mk001
STSTL00311A,use2mk003
CVCMH00456A,use2mk001
MNBIS00013A,use2mk002
CHCHI00306A,use2mk002
ORMCO00167A,use1mk003
ATATL00230A,use1mk011-01
AUAUS00333A,use2mk004
NASDF00178A,use2mk003
NYNYC01791B,use1mk011-02
PXPHX00580A,usw2mk001
NJJER01248A,use1mk011-03
PHPHL00136A,use1mk001
ATATL00960B,use1mk011-06
NJJER01128B,use1mk011-03
SYSYR00474A,use1mk002
CVCLE00374A,use2mk001
PHCPA00001A,use1mk001
CLCLT00523A,use1mk001
PRPDX00295A,usw2mk011-01
AUAUS00224A,use2mk011-02
CHIND00379A,use2mk002
CLCHS00149A,use1mk001
NYNYC01457C,use1mk011-02
NYNYC02260B,use1mk011-02
CHCHI01003A,use2mk011-01
ORMCO00141A,use1mk003
CVCMH00576B,use2mk001
ALALB00122A,use1mk003
ATSAV00072A,use1mk001
SCSAC00112A,usw2mk011-02
KNTYS00092A,use1mk002
PXABQ00038B,usw2mk001
NAMEM00169A,use1mk011-05
SDLAS00016B,usw2mk001
DADAL00400A,use2mk002
AUAUS00213A,use2mk004
DETOL00012A,use2mk011-01
KNTYS00102A,use1mk002
CHIND00259A,use2mk002
OKFYV00075A,use2mk003
DCWDC00352A,use1mk003
ORMCO00021A,use1mk003
NJJER02052B,use1mk002
DEGRR00103A,use2mk011-01
NAMEM00421A,use1mk003
CLCLT00403A,use1mk001
KNTYS00368A,use1mk002
CVCMH00310A,use2mk001
NYNYC02140A,use1mk011-02
MNDLH00043A,use2mk002
DCSBY00070A,use1mk003
NASDF00032A,use2mk003
SLSLC00154B,usw2mk001
CHIND00139A,use2mk002
DADAL00270A,use2mk002
MWMKE00255A,use2mk004
KNAVL00063A,use1mk002
DEGRR00093A,use2mk011-01
DADAL00520A,use2mk002
CLCHS00269A,use1mk001
PHHAR00079B,use1mk001
NYNYC01061E,use1mk011-02
CLCLT00393A,use1mk001
NYNYC02020A,use1mk011-02
NASDF00152A,use2mk003
DCWDC00385B,use1mk011-04
HOHOU00088A,use2mk001
KNTYS00342A,use1mk002
RIRVA00055A,use1mk003
CHIND00019A,use2mk002
NYNYC01161D,use1mk002
AUAUS00359A,use2mk004
MNDLH00069A,use2mk002
ATATL00866A,use1mk011-01
SEGEG00092A,usw2mk001
CLRDU00612A,use1mk001
CVCMH00430A,use2mk001
ATATL00746A,use1mk011-06
NYNYC01431B,use1mk011-02
RIRIC00305A,use1mk002
NJJER01951A,use1mk011-03
CHCHI00654A,use2mk011-01
LALAX03020A,usw2mk011-02
NYNYC01411A,use1mk002
NYNYC01707B,use1mk011-02
JKMSY00106B,use2mk004
SCMCA00066B,usw2mk001
CLCHS00049A,use1mk011-04
CLCHS03014A,use1mk001
OROCF00150A,use1mk003
STSTL00217A,use2mk003
ATATL00590A,use1mk011-01
CLCHS00029A,use1mk001
PHPHL03002A,use1mk001
CVCMH00550A,use2mk001
NYNYC01577C,use1mk011-02
SDLAS00110B,usw2mk001
NJJER01831A,use1mk011-03
KNTYS00222A,use1mk002
DCWDC00265A,use1mk011-04
CLCLT00153A,use1mk001
ORMCO00261A,use1mk003
DETOL00038A,use2mk011-01
NYNYC01697A,use1mk011-02
CVCRW00144A,use2mk001
MNMSP00433A,use2mk002
DADAL00390A,use2mk002
NYNYC02286A,use1mk011-02
OROCF00030A,use1mk003
LALAX00035B,usw2mk011-02
CLCLT00429A,use1mk001
OKOKC00044A,use2mk003
CLCHS00169A,use1mk011-04
MNMSP00422A,use2mk011-01
JKMSY00096A,use2mk004
DNDEN00415A,usw2mk001
ATABY00040A,use1mk001
SFSFO01044A,usw2mk011-01
ATATL00600A,use1mk011-01
JKTLH00103B,use1mk011-05
NYNYC01281C,use1mk002
SDSAN00523A,usw2mk001
PXABQ00012A,usw2mk001
AUAUS03055B,use2mk004
ATBHM00125A,use1mk001
PHPHL00539B,use1mk011-03
PXPHX00127A,usw2mk001
NJJER01711A,use1mk011-03
CHCHI00640A,use2mk002
DCWDC00145A,use1mk011-04
HOHOU00217A,use2mk001
DEDET00650A,use2mk002
NYNYC02146A,use1mk002
BOHVN00197A,use1mk011-01
MIMIA00170A,use1mk011-06
MIMIA00686A,use1mk011-05
CLCAE00198A,use1mk001
CLRDU00482A,use1mk001
DADAL00296A,use2mk002
DADAL00306A,use2mk002
JKTLH00104A,use1mk011-05
NYNYC01088B,use1mk011-02
KNAVL00089A,use1mk002
DCWDC00961A,use1mk003
ATATL00017A,use1mk011-01
KNTYS00129A,use1mk002
OKLIT00038A,use2mk003
OROCF00031A,use1mk003
SDSAN00404C,usw2mk001
BOBDL00081A,use1mk002
ATBHM00005A,use1mk001
RIRIC00175A,use1mk002
PHPHL00659A,use1mk011-03
PXPHX00426A,usw2mk011-01
CLFAY00403A,use1mk011-04
SDSAN00524A,usw2mk001
MIMIA00290B,use1mk011-06
ALALB00028B,use1mk003
MWGRB00063A,use2mk004
HOHOU00087A,use2mk001
CHCHI00534A,use2mk011-01
DEDET00410B,use2mk002
JKMGM00255A,use2mk004
PHPHL00383A,use1mk011-03
CLFAY00393A,use1mk011-04
CLRDU00638A,use1mk001
AUCRP00081A,use2mk004
DADAL00176A,use2mk002
DADAL00426A,use2mk002
SESEA00415A,usw2mk001
LSSNA01061C,usw2mk011-02
CLCAE00078A,use1mk001
DCWDC00516A,use1mk011-04
SEBIL00096B,usw2mk001
LSSNA01181A,usw2mk011-02
MIMIA00566A,use1mk011-06
PHPHL00720B,use1mk001
KNTYS00009A,use1mk002
NYNYC01218A,use1mk011-02
DEDET00530A,use2mk003
BOBDL00211A,use1mk002
PHPHL00600C,use1mk001
CLRDU00518A,use1mk001
CLFAY00273A,use1mk011-04
LSSNA01087B,usw2mk011-02
NJJER01461A,use1mk011-03
KNTYS00369A,use1mk002
DADAL00150A,use2mk002
NYNYC01807A,use1mk002
ATSAV00071C,use1mk001
SEGEG00129A,usw2mk001
SDSAN00394B,usw2mk001
PXPHX00056A,usw2mk011-01
LSSNA03123A,usw2mk011-03
PHPHL00289A,use1mk011-03
CLCAE00052A,use1mk001
CLCLT00034A,use1mk001
BOBOS00765A,use1mk002
LALAX04611A,usw2mk011-03
PXPHX00367A,usw2mk001
ORMCO00511A,use1mk003
DNDEN00046A,usw2mk011-02
BOBOS01019A,use1mk002
OROCF00177A,use1mk003
PXPHX00091A,usw2mk001
ATATL00507A,use1mk011-01
PHPHL00590B,use1mk001
DADAL00030A,use2mk002
CHCHI01004A,use2mk011-01
ORTPA00064A,use1mk011-05
DCWDC00756A,use1mk011-04
LSSNA03003A,usw2mk011-02
JKMSY00070B,use2mk004
NYNYC01338D,use1mk011-02
KCDSM00016A,use2mk004
CLCAE00208A,use1mk001
NYNYC01062B,use1mk011-02
CVCVG00155A,use2mk001
PHPHL00419A,use1mk011-03
PHHAR00053A,use1mk001
CVPIT00094A,use2mk011-02
KNTYS00249A,use1mk002
PXPHX00247B,usw2mk001
BOBOS00162A,use1mk011-01
DETOL00011A,use2mk011-01
OROCF00057A,use1mk003
AUCRP00117A,use2mk004
JKJAX00118A,use1mk011-05
LALAX03046A,usw2mk011-03
CLFAY00429A,use1mk011-04
NJJER01737B,use1mk011-03
SDSAN00274B,usw2mk001
CHCHI00880A,use2mk002
SCRNO00018B,usw2mk001
CVCVG00084A,use2mk011-01
SEBIL00106D,usw2mk001
NJJER01581A,use1mk011-03
BOBOS00885A,use1mk002
CLFAY00153A,use1mk011-04
CLRDU00242A,use1mk001
OKLIT00158A,use2mk003
KCMCI00037A,use2mk004
SLBOI03006A,usw2mk001
JKRLA00444A,use2mk004
MIMIA00076A,use1mk011-05
CLRDU00268A,use1mk001
BOBOS00395A,use1mk002
CLCAE00292A,use1mk001
SCSAC00004A,usw2mk001
SEBIL00070A,usw2mk001
ATATL00231A,use1mk011-06
NJJER01101B,use1mk011-03
MNMSP00208A,use2mk011-01
SESEA00165A,usw2mk001
KCMCI00011B,use2mk004
KCMCI00251A,use2mk004
CLCAE00302A,use1mk001
CLCAE00202A,use1mk011-04
SDSAN00034A,usw2mk001
PXPHX00390A,usw2mk011-01
LALAX04241A,usw2mk011-03
HOHOU00311A,use2mk001
PHPHL00746B,use1mk001
NJJER01071A,use1mk002
MWRWI00053A,use2mk004
SYSYR00235A,use1mk003
BOBOS00405A,use1mk002
LSSNA03029C,usw2mk011-02
RIRIC00520A,use1mk002
OKLIT00132A,use2mk003
JKJAX00358A,use1mk011-05
CLFAY00299A,use1mk011-04
LALAX02062A,usw2mk011-02
JKRLA00324A,use2mk004
SESEA00045C,usw2mk001
BOHVN00171A,use1mk011-01
CLRDU00388A,use1mk001
NJJER01341A,use1mk011-03
NJJER01091A,use1mk011-02
SYSYR00355B,use1mk002
PXPHX00461A,usw2mk001
ATATL00111A,use1mk011-01
HOHOU00697A,use2mk001
CLCAE00172A,use1mk001
ATATL00497A,use1mk011-01
HOHOU00707A,use2mk001
DEDET00436A,use2mk002
OKLIT00012A,use2mk003
HLHNL00097A,usw2mk011-01
LALAX04757A,usw2mk011-03
DNDEN00140B,usw2mk011-02
STSTL00431A,use2mk003
JKMGM00243A,use1mk011-05
ATBHM00485A,use1mk001
JKJAN00024A,use2mk004
AUAUS00453A,use2mk004
CLCAE00192A,use1mk011-04
JKJAX00082A,use1mk011-05
PHPHL00633A,use1mk011-03
NJJER01617A,use1mk011-03
JKRLA00194A,use2mk004
DCWDC00987B,use1mk003
DADAL00056A,use2mk002
NYNYC01771D,use1mk002
BOBOS00645A,use1mk002
JKMGM00123A,use1mk011-05
AUAUS00464A,use2mk011-02
LSSNA02045B,usw2mk011-03
KCRMO00044A,use2mk004
KCMCI00277A,use2mk004
LSSNA02165B,usw2mk011-03
JKRLA00204A,use2mk004
MWRWI00079B,use2mk004
DCWDC00591C,use1mk003
CLRDU00028A,use1mk001
STSPI00136A,use2mk003
ATBHM00365A,use1mk001
PHPHL00513A,use1mk011-03
BOBDL00117A,use1mk002
HLHNL00071B,usw2mk011-01
ATATL00377A,use1mk011-01
OKOKC20050D,use2mk003
ATATL00257A,use1mk011-06
NJJER01221B,use1mk011-03
SYSYR00115A,use1mk002
DEDET00676A,use2mk003
DNDEN00166C,usw2mk011-02
BOBOS00525A,use1mk002
LALAX04517A,usw2mk011-01
NJJER01367B,use1mk011-03
PHPHL00779A,use1mk011-03
PXRNM03005A,usw2mk001
ATBHM00245A,use1mk001
JKRLA00074A,use2mk004
PHPHL00496B,use1mk001
DCWDC00850A,use1mk011-04
DEDET00556B,use2mk002
MNMSP00078A,use2mk011-01
CVCLE00014A,use2mk001
AUCRP03008A,use2mk004
CHIND00352B,use2mk002
SCSAC00244A,usw2mk001
JKMGM00003B,use1mk011-05
CLFAY00059A,use1mk011-04
RIRIC00760A,use1mk002
SESEA00285A,usw2mk001
KCMCI00131A,use2mk004
NJJER01347B,use1mk002
STSPI00016A,use2mk003
NJJER01487A,use1mk011-03
CHCHI00033A,use2mk002
CLRDU00148A,use1mk001
BOHVN00045A,use1mk002
STSTL00216A,use2mk003
JKMGM00004A,use1mk011-05
PHCPA00026A,use1mk001
PRPDX00306B,usw2mk011-01
CVCLE00159A,use2mk001
NAMEM00418B,use1mk011-05
STSPI00134B,use2mk003
RIRVA00030A,use1mk003
CLGSP00245A,use1mk001
NYNYC01922A,use1mk011-02
NAMEM00326A,use1mk003
STSTL00336A,use2mk003
PRPDX00296A,usw2mk011-01
NJJER01007A,use1mk011-03
PRPDX00426A,usw2mk011-01
CVCLE00279A,use2mk001
NJJER01680A,use1mk002
PXABQ00011A,usw2mk001
NYNYC01672B,use1mk011-02
NAMEM00262A,use1mk011-04
ATATL00929B,use1mk001
LSSNA02164A,usw2mk011-02
CVCLE00039A,use2mk001
CLFAY00492A,use1mk001
CVPIT00119C,use2mk001
LALAX04148A,usw2mk011-02
SFSFO01069B,usw2mk011-01
NYNYC02167A,use1mk011-02
CVCMH00337A,use2mk001
BOBOS00036A,use1mk002
AUAUS00465A,use2mk011-02
SFSFO00574A,usw2mk011-01
MNMSP00447A,use2mk011-01
CHIND00354A,use2mk002
STSPI00014A,use2mk003
CLGSP00005A,use1mk001
NAMEM00170A,use1mk003
CVCMH00457A,use2mk001
NYNYC02047A,use1mk011-02
KCOMA00024A,use2mk004
PXPHX00581A,usw2mk001
ATATL00893C,use1mk001
MNDLH00042A,use2mk002
CLCAE00300A,use1mk001
PHPHL00137A,use1mk001
CVCLE00409B,use2mk001
NJJER01247A,use1mk011-03
SYSYR00475A,use1mk002
CHIND00234A,use2mk002
CLCHS00264A,use1mk011-04
NJJER01127B,use1mk011-03
BOBOS00156A,use1mk002
STSTL00060A,use2mk003
NAMEM00290A,use1mk003
NJJER01586A,use1mk002
CLFAY00398A,use1mk001
NABNA00087A,use1mk003
JKRLA00443A,use2mk004
MNMSP00051A,use2mk011-01
LALAX04388B,usw2mk011-03
CVCMH00577B,use2mk001
PHPHL00257C,use1mk001
ATBHM00483B,use1mk001
AUAUS00212A,use2mk004
ORMCO00288A,use1mk003
MNMSP00207A,use2mk011-01
LALAX04002A,usw2mk011-02
HOHOU00672A,use2mk001
NASDF00057A,use2mk003
ATATL00495A,use1mk011-06
CVCLE00253A,use2mk001
MIMIA00077B,use1mk011-06
JKJAN00144B,use2mk004
PXELP00055A,usw2mk011-01
NYNYC01792C,use1mk011-02
NAMEM00382A,use1mk011-04
NAOWB00029A,use2mk003
NYNYC01802A,use1mk011-02
SYSYR03005A,use1mk002
NJJER02053B,use1mk002
DCWDC00480A,use1mk011-04
BOBOS00276A,use1mk002
LSSNA00019A,usw2mk011-03
DNDEN00414B,usw2mk011-02
NAMEM00420A,use1mk003
SCMCA00067A,usw2mk001
DCWDC00360B,use1mk011-04
CLCLT00404A,use1mk001
DADAL00521B,use2mk002
NASDF00177A,use2mk003
CVCMH00311A,use2mk001
PHPHL03001A,use1mk001
MNMSP00314B,use2mk002
KNTYS00223A,use1mk002
ORMCO00262A,use1mk003
PXPHX00520A,usw2mk011-01
NYNYC01182B,use1mk011-02
MWMKE00254A,use2mk003
NYNYC01162A,use1mk002
NAMEM00048A,use1mk011-05
RIRIC00390A,use1mk002
CVCLE00373A,use2mk001
NYNYC01558B,use1mk002
NYNYC01698A,use1mk011-02
NYNYC04421B,use1mk002
RIRIC00270A,use1mk002
MWMKE00014C,use2mk002
CHCHI01002A,use2mk011-01
DNDEN00044B,usw2mk001
PHPHL00025A,use1mk011-03
ORMCO00142A,use1mk003
NYNYC01438B,use1mk002
NJJER01930A,use1mk002
AUAUS00358A,use2mk004
PXPHX00640A,usw2mk011-01
ALALB00123A,use1mk003
CLCHS00004A,use1mk001
NYNYC01808A,use1mk002
MIMIA00660A,use1mk011-05
SEGEG00103A,usw2mk001
CLRDU00611A,use1mk001
DCWDC00240A,use1mk011-04
KNTYS00093A,use1mk002
CVPIT00106A,use2mk011-02
NYNYC01318D,use1mk002
SDLAS00015B,usw2mk001
NYNYC01828B,use1mk011-02
NYNYC01458C,use1mk011-02
DETOL00013A,use2mk011-01
NJJER01950A,use1mk011-03
CVCRW00169A,use2mk001
KNTYS00103A,use1mk002
OKFYV00074A,use2mk003
NYNYC01578B,use1mk011-02
ORMCO00512A,use1mk003
MWMKE00134A,use2mk003
ATATL00285A,use1mk001
NYNYC01798C,use1mk002
CHCHI00667A,use2mk002
PXABQ00037A,usw2mk001
CVPIT00096B,use2mk011-02
CLCHS00144A,use1mk011-04
SLBOI03004A,usw2mk001
SEGEG00093B,usw2mk001
NYNYC01318E,use1mk002
CVCMH00431B,use2mk001
NJJER01710C,use1mk011-03
DNDEN00284A,usw2mk001
CVCMH00551A,use2mk001
NASDF00031A,use2mk003
BOHVN00199A,use1mk011-01
DNDEN00164B,usw2mk001
