SITE_ID,RAN_SW_VENDOR,CUSTOM_K8_ID_CUS,CUSTOM_GNODEB_NAME,CUSTOM_GNODEB_SITE_NUMBER,CUSTOM_K8_ID_DUS
ALALB00001C,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,1,1
ALALB00003A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,1,1
ALALB00005A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,1,1
ALALB00006A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,2,1
ALALB00007A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,1,1
ALALB00008A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,2,1
ALALB00009A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,2,1
ALALB00010A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,3,1
ALALB00012A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,3,7
ALALB00013A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,4,7
ALALB00014A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,5,7
ALALB00015A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,1,7
ALALB00017A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,2,7
ALALB00019A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,3,7
ALALB00022C,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,2,7
ALALB00027A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,3,1
ALALB00028B,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,4,1
ALALB00029A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,4,7
ALALB00031A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,5,7
ALALB00032A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,1,7
ALALB00033A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,3,7
ALALB00034A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,4,1
ALALB00036A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,2,1
ALALB00037A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,6,7
ALALB00038A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,3,7
ALALB00039A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,5,1
ALALB00040A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,6,1
ALALB00041A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,4,1
ALALB00043A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,6,7
ALALB00044A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,7,7
ALALB00045A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,5,7
ALALB00046A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,7,1
ALALB00047A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,4,1
ALALB00048A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,8,7
ALALB00049B,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,5,7
ALALB00051A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,8,1
ALALB00052A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,9,7
ALALB00053A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,5,1
ALALB00057A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,6,1
ALALB00058A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,9,1
ALALB00059A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,7,7
ALALB00061A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,10,7
ALALB00062A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,7,1
ALALB00063A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,8,7
ALALB00064A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,8,1
ALALB00066A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,6,1
ALALB00067A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,10,7
ALALB00069A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,6,1
ALALB00070A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,11,1
ALALB00110A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,9,7
ALALB00111A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,7,1
ALALB00112A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,7,1
ALALB00113A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,8,7
ALALB00114A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,12,1
ALALB00115A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,8,7
ALALB00117A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,9,7
ALALB00118B,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,10,1
ALALB00119B,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,11,1
ALALB00120A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,12,7
ALALB00122A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311002,11,7
ALALB00123A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,9,1
ALALB00125A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,9,7
ALALB00126A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,10,7
ALALB00127A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,10,1
ALALB00129B,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,10,1
ALALB00130A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,11,1
ALALB00131A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,11,7
ALALB00132A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,13,7
ALALB00133A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,13,1
ALALB00134C,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,11,1
ALALB00135B,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,12,1
ALALB00136B,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,12,7
ALALB00138C,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,13,7
ALALB00139B,Mavenir,,ALALB311001,14,6
ALALB00139C,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,14,1
ALALB00141A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,12,7
ALALB00141B,Mavenir,,ALALB311006,12,7
ALALB00142A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,15,1
ALALB00143A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,13,1
ALALB00144A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,14,1
ALALB00145A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311005,15,7
ALALB00146A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311003,14,7
ALALB00149A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,14,7
ALALB00150B,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311006,15,7
ALALB00152A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311001,15,7
ALALB00153A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,13,7
ALALB00155A,Mavenir,mv-bedc-eks-cluster-prod-use1nycb318p1-01,ALALB311004,14,1
ALVER00001B,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,1,1
ALVER00003A,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,3,1
ALVER00005A,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,5,7
ALVER00006A,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,6,7
ALVER00007A,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,7,1
ALVER00008A,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,8,1
ALVER00009A,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,9,7
ALVER00010B,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,10,7
ALVER00011C,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,11,7
ALVER00013A,Mavenir,mv-bedc-eks-cluster-prod-use1bosb314p1-01,ALVER313001,13,1
ATABY00002A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511003,1,1
ATABY00003A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,1,4
ATABY00007A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511003,2,4
ATABY00008A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,1,1
ATABY00009A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,2,2
ATABY00010A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,3,2
ATABY00011A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,1,1
ATABY00012A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,2,4
ATABY00013A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,3,4
ATABY00014A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,4,2
ATABY00016A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,2,4
ATABY00017A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,4,3
ATABY00018A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,5,1
ATABY00019A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,3,3
ATABY00020A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,4,1
ATABY00021A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,5,2
ATABY00022A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,5,1
ATABY00023A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,6,1
ATABY00024A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511003,3,2
ATABY00025A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,6,1
ATABY00026A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,6,1
ATABY00027A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,7,2
ATABY00028A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,7,3
ATABY00029A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,7,3
ATABY00030A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,8,3
ATABY00031B,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,8,2
ATABY00032A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,9,2
ATABY00033A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,9,3
ATABY00034A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,10,4
ATABY00035A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,11,3
ATABY00037A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,8,2
ATABY00039A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,12,4
ATABY00040A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511003,4,3
ATABY00041A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,10,3
ATABY00042A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,11,1
ATABY00043A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,9,2
ATABY00044A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511003,5,3
ATABY00046A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,10,4
ATABY00047A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,11,4
ATABY00048B,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511000,12,2
ATABY00049B,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,12,2
ATABY00051A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-01,ATABY511001,13,4
ATABY00052A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,13,3
ATABY00053A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511002,14,4
ATABY00055A,Mavenir,mv-bedc-eks-cluster-prod-use1atlb324p1-06,ATABY511003,6,1
ATATL00001B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513002,1,11
ATATL00002A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,1,1
ATATL00003A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,1,8
ATATL00004A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,1,5
ATATL00005A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513027,1,15
ATATL00006A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,2,3
ATATL00007A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,1,8
ATATL00009A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,1,6
ATATL00010A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513009,2,5
ATATL00012A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,2,3
ATATL00013A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,1,3
ATATL00014A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,1,4
ATATL00017A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,1,3
ATATL00018A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,1,14
ATATL00019A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,1,4
ATATL00020A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,2,4
ATATL00021A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,3,10
ATATL00022A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513024,1,1
ATATL00023A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,3,11
ATATL00024A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513025,1,13
ATATL00025A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513025,2,4
ATATL00026A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513024,2,1
ATATL00027A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,1,13
ATATL00028A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,2,9
ATATL00029A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,1,9
ATATL00030A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,3,7
ATATL00031A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,1,15
ATATL00032A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,1,8
ATATL00033A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,3,14
ATATL00036A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,2,7
ATATL00037A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,2,10
ATATL00038A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,2,9
ATATL00039A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,2,14
ATATL00040A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,2,12
ATATL00041A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,1,13
ATATL00042A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,3,7
ATATL00043A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,3,13
ATATL00044A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,3,8
ATATL00045A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,2,10
ATATL00046A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,4,6
ATATL00047A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,1,8
ATATL00048A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,1,10
ATATL00049A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,1,5
ATATL00050A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,3,15
ATATL00051A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,4,4
ATATL00052A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,3,14
ATATL00053A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,1,3
ATATL00054A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,2,10
ATATL00055A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513024,3,1
ATATL00057A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,1,4
ATATL00058A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,3,7
ATATL00060A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513054,1,1
ATATL00061B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,1,4
ATATL00063A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513017,1,4
ATATL00064A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,4,14
ATATL00065A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513027,2,10
ATATL00067A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,5,7
ATATL00068A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,2,3
ATATL00069A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,4,13
ATATL00070A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,5,14
ATATL00071A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,4,7
ATATL00073A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513013,6,5
ATATL00074A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,5,11
ATATL00075B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513002,2,5
ATATL00076A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,6,11
ATATL00077A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513026,2,6
ATATL00078A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,2,14
ATATL00079A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513007,4,5
ATATL00080A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,7,13
ATATL00081A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,5,5
ATATL00083A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,4,14
ATATL00084A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,4,8
ATATL00085A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,2,8
ATATL00087A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,2,10
ATATL00088A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,4,10
ATATL00089A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,3,15
ATATL00090A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,5,1
ATATL00091A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,3,12
ATATL00092B,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,6,5
ATATL00093A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,5,9
ATATL00094A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513017,2,12
ATATL00095A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,5,15
ATATL00097A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513012,1,4
ATATL00098A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,3,6
ATATL00099A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513012,2,14
ATATL00100A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513011,3,15
ATATL00101A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,8,8
ATATL00103A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,6,14
ATATL00104A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,7,4
ATATL00106A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,7,15
ATATL00108A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,8,7
ATATL00109A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513020,9,5
ATATL00111A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513010,4,7
ATATL00112A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,6,6
ATATL00113A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,4,14
ATATL00114A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513022,5,7
ATATL00116A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513017,3,9
ATATL00117A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,8,9
ATATL00118A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513018,2,13
ATATL00119A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513055,1,1
ATATL00120A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513025,3,3
ATATL00123A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,6,7
ATATL00124A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513003,2,15
ATATL00127A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,2,2
ATATL00128A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,9,12
ATATL00129A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,3,10
ATATL00130A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,10,5
ATATL00133A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513015,11,7
ATATL00134A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513054,2,1
ATATL00135A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513016,7,14
ATATL00136A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,4,3
ATATL00140A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,4,10
ATATL00142A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513004,9,10
ATATL00143A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513014,5,13
ATATL00145A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513023,7,6
ATATL00146A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513001,3,1
ATATL00147A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-03,ATATL513012,3,13
ATATL00148A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513019,6,14
ATATL00149A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,2,4
ATATL00152A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513008,5,14
ATATL00153A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513005,5,11
ATATL00155A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513021,3,4
ATATL00156A,Samsung,sm-bedc-eks-cluster-prod-use1atlb324p1-02,ATATL513006,4,7
