SITE_ID,RAN_SW_VENDOR,CUSTOM_K8_ID_CUS,CUSTOM_GNODEB_NAME,CUSTOM_GNODEB_SITE_NUMBER,CUSTOM_K8_ID_DUS
NYNYC01803A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351012,35,6
NYNYC01804A,Samsung,,NYNYC351005,32,7
NYNYC01804B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351005,42,4
NYNYC01805A,Samsung,,NYNYC351010,39,2
NYNYC01805B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,39,2
NYNYC01806A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,16,7
NYNYC01807A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,19,4
NYNYC01808A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351005,33,5
NYNYC01809B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,20,5
NYNYC01810B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,21,6
NYNYC01811A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351007,31,4
NYNYC01812A,Samsung,,NYNYC351008,24,5
NYNYC01812B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,24,4
NYNYC01813B,Samsung,,NYNYC351010,17,1
NYNYC01813C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,17,1
NYNYC01814B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,18,2
NYNYC01815B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,25,5
NYNYC01816A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,22,7
NYNYC01817B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351007,41,7
NYNYC01818A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351012,36,7
NYNYC01819B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,26,6
NYNYC01820A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351007,32,5
NYNYC01821D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351007,33,6
NYNYC01822C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351007,34,7
NYNYC01823B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351007,35,1
NYNYC01824A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351005,34,6
NYNYC01825B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,23,1
NYNYC01826B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,27,7
NYNYC01827B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,28,1
NYNYC01827C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,28,1
NYNYC01828B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,29,2
NYNYC01829B,Samsung,,NYNYC351009,24,2
NYNYC01829C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,24,2
NYNYC01830A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,19,3
NYNYC01831A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,25,3
NYNYC01832A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,30,3
NYNYC01833B,Samsung,,NYNYC351008,31,4
NYNYC01833C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,31,4
NYNYC01834A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,32,5
NYNYC01835B,Samsung,,NYNYC351008,33,2
NYNYC01835C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,33,6
NYNYC01836A,Samsung,,NYNYC351008,34,7
NYNYC01836B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,34,7
NYNYC01837B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,26,4
NYNYC01838A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,35,1
NYNYC01839A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,27,5
NYNYC01840B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,28,6
NYNYC01841B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,29,7
NYNYC01842A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,20,4
NYNYC01843A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,40,3
NYNYC01844B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,21,5
NYNYC01844C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,21,5
NYNYC01845B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,22,6
NYNYC01846A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,23,7
NYNYC01847B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,24,1
NYNYC01848C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,36,2
NYNYC01849C,Samsung,,NYNYC351009,30,1
NYNYC01849D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,30,1
NYNYC01850A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,25,2
NYNYC01851B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,26,3
NYNYC01852B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,27,4
NYNYC01853A,Samsung,,NYNYC351010,28,5
NYNYC01853B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,28,5
NYNYC01854C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,29,6
NYNYC01855A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351015,36,3
NYNYC01856C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351011,37,6
NYNYC01857A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351011,34,4
NYNYC01858C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,41,4
NYNYC01859C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351011,35,5
NYNYC01860B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351011,12,6
NYNYC01861C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351011,17,7
NYNYC01862B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351016,34,7
NYNYC01863C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351001,2,9
NYNYC01864B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351015,37,4
NYNYC01865B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351015,38,5
NYNYC01866D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351026,3,14
NYNYC01867B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351005,43,7
NYNYC01868B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351005,36,1
NYNYC01869A,Samsung,,NYNYC351005,37,2
NYNYC01869C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351005,37,2
NYNYC01870A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351005,7,3
NYNYC01871A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351007,36,2
NYNYC01872A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351007,37,3
NYNYC01873D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,30,7
NYNYC01874E,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,42,5
NYNYC01875B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,31,2
NYNYC01876B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,32,3
NYNYC01877B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,33,4
NYNYC01878C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,34,5
NYNYC01879C,Samsung,,NYNYC351012,37,1
NYNYC01879D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351012,37,1
NYNYC01880C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,31,1
NYNYC01881C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,32,2
NYNYC01882B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,33,3
NYNYC01883B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351005,16,4
NYNYC01884C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,34,4
NYNYC01885C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351011,23,1
NYNYC01886A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,35,5
NYNYC01887B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,36,6
NYNYC01888D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,37,7
NYNYC01889A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,35,6
NYNYC01890C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351012,1,2
NYNYC01891B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351012,44,1
NYNYC01892C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,36,7
NYNYC01893A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,37,1
NYNYC01894D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351009,38,2
NYNYC01895A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351012,9,3
NYNYC01896E,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351010,38,1
NYNYC01897A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351008,37,3
NYNYC01898A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351023,34,10
NYNYC01899B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,29,5
NYNYC01900C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351026,41,10
NYNYC01900D,Samsung,,NYNYC351026,41,10
NYNYC01901C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,19,9
NYNYC01902A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,20,10
NYNYC01903A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,21,11
NYNYC01904A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,22,12
NYNYC01905B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351017,35,12
NYNYC01906C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,23,13
NYNYC01907B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,24,14
NYNYC01908A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,15,11
NYNYC01909B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,5,8
NYNYC01910B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,30,4
NYNYC01911A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,25,8
NYNYC01912B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,26,14
NYNYC01912C,Samsung,,NYNYC351019,26,7
NYNYC01913B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,41,9
NYNYC01914B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351023,35,11
NYNYC01915A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,27,9
NYNYC01916A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,28,10
NYNYC01917A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351002,27,4
NYNYC01918A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,4,14
NYNYC01919B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,29,11
NYNYC01920C,Samsung,,NYNYC351020,41,11
NYNYC01920D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351020,41,11
NYNYC01921A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,31,8
NYNYC01922A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,30,8
NYNYC01923A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351017,36,13
NYNYC01924A,Samsung,,NYNYC351022,32,6
NYNYC01924B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,32,14
NYNYC01925A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,6,9
NYNYC01926B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,7,10
NYNYC01927C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,8,11
NYNYC01928A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,9,12
NYNYC01929B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351026,4,8
NYNYC01930B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351018,33,13
NYNYC01931A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351020,28,13
NYNYC01932A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,5,8
NYNYC01933A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,44,8
NYNYC01933C,Samsung,,,,
NYNYC01933D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,44,8
NYNYC01934B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,31,12
NYNYC01935C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,32,2
NYNYC01936B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,33,13
NYNYC01937A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,6,9
NYNYC01938A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351019,34,14
NYNYC01939C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,7,10
NYNYC01940A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,33,5
NYNYC01941A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,34,9
NYNYC01942A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351023,36,12
NYNYC01943A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351020,29,14
NYNYC01968A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351023,37,13
NYNYC01969A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351023,38,14
NYNYC01970B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,10,13
NYNYC01971B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351023,42,10
NYNYC01972A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351002,28,5
NYNYC01973A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351003,34,7
NYNYC01974B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351002,29,6
NYNYC01975A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351002,30,7
NYNYC01976A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351002,31,1
NYNYC01977A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351002,32,2
NYNYC01978A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351002,33,3
NYNYC01979A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351003,35,1
NYNYC01980B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351003,36,2
NYNYC01981B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351003,37,3
NYNYC01982B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351003,43,2
NYNYC01983B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351003,44,14
NYNYC01984A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351003,38,4
NYNYC01985B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351004,36,3
NYNYC01986A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351004,37,4
NYNYC01987B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351004,38,5
NYNYC01988A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351004,39,6
NYNYC01989B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351021,33,2
NYNYC01990B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351021,34,3
NYNYC01991A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351021,35,4
NYNYC01992A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351021,36,5
NYNYC01993A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351021,37,6
NYNYC01994A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351021,38,8
NYNYC01995A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351021,39,3
NYNYC01996A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,35,10
NYNYC01997B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,36,11
NYNYC01998A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,37,12
NYNYC01999A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351022,38,13
NYNYC02000C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,20,9
NYNYC02001B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,11,14
NYNYC02002B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,1,9
NYNYC02003B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,9,12
NYNYC02004A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,12,8
NYNYC02005A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,2,10
NYNYC02006A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,3,11
NYNYC02007A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,4,12
NYNYC02008A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,4,14
NYNYC02009A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,5,13
NYNYC02010A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,6,14
NYNYC02011B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,13,9
NYNYC02012B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,14,10
NYNYC02013B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,5,8
NYNYC02014A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,7,8
NYNYC02015A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,8,9
NYNYC02016A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,3,13
NYNYC02017A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,1,11
NYNYC02018A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,9,10
NYNYC02019A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,16,12
NYNYC02020A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351026,5,9
NYNYC02021A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,2,12
NYNYC02022B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,6,9
NYNYC02023A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,10,13
NYNYC02024A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,10,11
NYNYC02025A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,3,13
NYNYC02026A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,39,12
NYNYC02027A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,17,13
NYNYC02028D,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,41,9
NYNYC02029A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,18,14
NYNYC02030A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,19,8
NYNYC02031B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,11,12
NYNYC02032A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,8,11
NYNYC02033A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,21,10
NYNYC02034A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,22,11
NYNYC02035A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,12,13
NYNYC02036A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,23,12
NYNYC02037C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,5,8
NYNYC02038B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,6,9
NYNYC02039A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,7,10
NYNYC02040A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,7,10
NYNYC02041A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,13,14
NYNYC02042A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,14,8
NYNYC02043A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,8,11
NYNYC02044A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,15,9
NYNYC02045A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351026,6,10
NYNYC02046C,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,24,13
NYNYC02047A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,8,11
NYNYC02048A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,9,12
NYNYC02049A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,9,12
NYNYC02050A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,10,13
NYNYC02051A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,11,14
NYNYC02052B,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,13,9
NYNYC02053A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351026,7,11
NYNYC02054A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,26,8
NYNYC02055A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,10,13
NYNYC02056A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351029,16,10
NYNYC02057A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,11,14
NYNYC02058A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,27,9
NYNYC02059A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,12,8
NYNYC02060A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,12,8
NYNYC02061A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,28,10
NYNYC02062A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,25,14
NYNYC02063A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,14,10
NYNYC02064A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,13,9
NYNYC02065A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,29,11
NYNYC02066A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-03,NYNYC351024,30,12
NYNYC02067A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351027,14,10
NYNYC02068A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351026,8,12
NYNYC02069A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351025,15,11
NYNYC02070A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351026,9,13
NYNYC02071A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351026,10,14
NYNYC02072A,Samsung,sm-bedc-eks-cluster-prod-use1nycb318p1-04,NYNYC351028,11,14
